IMSI,ICCID,PIN1,PUK1,PIN2,PUK2,ADM1,ADM6,KI,OPC,ACC,KIC1,KID1,KIK1,KIC2,KID2,KIK2,KIC3,KID3,KIK3
081911111111111112,11111111111111112101,32343038FFFFFFFF,3338383837343039,39373036FFFFFFFF,3730323033333331,3130373334333139,3336393039333732,5259392F2C364E22D9EE30A2BE6FD6F9,E3F0086BF220A2A0A9EA2D1DDA804C0F,0002,D519968D28232E011EEC383CBF4DCBB2,1272B6A6C33F03FA84DA435910EC5423,6AD599BCFC2F116B059A395E6ED5F239,7F1720D87C1938BD012BD82EDC6E63EF,3AE18D5129311B3A3221928C0C1C2DC2,989E25DDFC91F4E0C10F1E55940362A8,A30DC57398D1174206A6D66A47B31089,8228C90B16CB9EC472CA03BAC38DF751,948476BE52FDEC29A02C17597D3ABDBC
081911111111111122,11111111111111112182,39373835FFFFFFFF,3931333139363338,39323136FFFFFFFF,3639353532313433,3834353338383934,3833343637363433,D4CAD0CCBA90A548277802B345B530A7,25C5B26D5AA3BE908DAE914525FE26F4,0004,7C01B0B3ADD4109BA9D36FDE6C2B5693,1D98D2F5BE2D13CB170FFCFE54BE5BEB,0F868AFFF78952C9F951280F8D8EA60F,A607509CCF96BD4F94A7B47BCCDB7DBF,800237CB6FFECB5BE8CC01677C756154,826E6363AE01726E89016DE27C4BC7AF,378F94234925675520D116B8C0B44B3E,2E61A453BA03D4D084B9FC2BA0D41517,2039E7A936775A36DB3710FA8C9F67AC
081911111111111132,11111111111111112163,34303833FFFFFFFF,3634303231313635,39313333FFFFFFFF,3733303634383738,3531383932333934,3336323733343639,E311C813B2491CBDB1614E6207FC5035,E938402BB62121AC231AE74199D934BB,0008,2F89F59D8A3B7695D8F66F8FEC74DFFE,BF8649DE32482E816B98722CE56EF526,A86F142AD15FD810DAA6E4DADDEB826E,60D513AD0605DD3BEA83C00BADB205DF,E30022B7DD41CA8D424DFC4282C6ED14,C9C5D6C6DC506F7FFACC193A08EF90EA,30112CA7ABBF54CDB8EEEB9914D6CD04,1CFEBEA3AD9C67442635C8B2039EB9C3,C99821094E88B06B1BD6201BF92EAD65
081911111111111142,11111111111111112144,35313939FFFFFFFF,3439333631363036,35303530FFFFFFFF,3237333230383334,3133393634363138,3433383830373537,99F28D14AF07419F0CC3C16A99ECD058,F71F7035806B247636E3BE80CF49024C,0010,D0C56C0DDC603A4C8A6971A75CCFBF47,BC54F00BDD6BFE9A9F3043F58C6C59F6,E661DD36A6F74DC6CC46B7B72F6BC47A,39794A8C34E3ED8CA8A14096AB9B5DF4,BEBF6D8406C0C4B4E46F984176FCF722,2ECA95F2F746EFE6AF7ADE054B0A86CF,E08451D63C61BC016F160FB297BAB6F5,084B6B58E4066456B615FD8F5FDD6096,49D6EB9D76EA2EE110D40D0471B49F0C
081911111111111152,11111111111111112115,33373839FFFFFFFF,3830353937333336,33323339FFFFFFFF,3132363437383032,3436303239383530,3335353634313136,5E167FEB1DFF84151F5300EF8B93C21A,8177E27A4B06807526618BB38410F41E,0020,DCC2BDC16A2E3B7259411BCD54D18A95,A5786F8D97DDF260BF7E92CF86461B65,67A2DF33D13E4EDAD5409AA3D7E70F3B,A974257DB01B33E2374E083D47D2F8B5,5C8C8555C575DD067D1BF847C0FB2100,889D1A17A94902943467BFC2E106529B,45E1343A64769B2B63926538C11B193B,0C39D3F30156F8C496D36FA0C4E98C31,A2E9A068AC8A6EE1878A3613CD4A1EE7
081911111111111162,11111111111111112196,38383030FFFFFFFF,3836383431353738,35353031FFFFFFFF,3836373433393433,3539343737393437,3335323331303337,037F5FBF75C390141D863E39F5ED30A3,324F28CA1DD5CE144F9D530F82003F18,0040,A544666582567F3779817F8ACD974EAF,02D53854D32B81F0E0962AF4CF4D4C2B,10059E119F7AD1081D56EB4C247DC58C,338BFADFB50BD13E3A27D0504A2ED8B9,C77E9B52975C484F6AB63236055B4693,B0103DD950884B7009EE3443C3A1F3BE,EB83132BEE73519DE8EE98047232CD5F,15F6F1568CFB44D0865326EEE2CCC4F5,7E28B1FE54C89A19994EF3BA1EE02613
081911111111111172,11111111111111112177,32313037FFFFFFFF,3332353433303639,38333532FFFFFFFF,3535313837353138,3534333931393936,3937373038313836,FEA309D9527199050BE65066331B2CD1,B581FB6CE55ADF0413D40676AC0C0363,0080,D65A984D6DEA4E4CEEE6A7F25F52E51B,DBA96AED14448345149BF2F4805757D3,26D9B51040EAC98BDA2AB3E326DCFEFC,EAE33EAE3C1637F129A3FAF4897B5828,2D9292BAFBDDA831903CC722CFC4196C,271CD3C664246C226058244ED33AF5AC,555FC83C3BE09838D694487BB2C53745,4D51663452CAB1496D60260B401FABF0,902F4C20DFC7047B433D4DE32350818D
081911111111111182,11111111111111112158,32373833FFFFFFFF,3131323134323237,33323739FFFFFFFF,3638323035393235,3934313437373037,3733363137313339,F1C5D8C8DBDF1E7B42B4B5CF4E8A0347,16D4339E3EB46A875FD3DB4B611AE89C,0100,C36B7F4A2B015E76DB0CF14390214C7D,7E1E00EE503234E983D737873A01704A,136DE63FF8D9E82ADDA416C00F41B960,64949540963305B6F3F60EBD1E7919CC,B242AE3FB611C304A6D5106D9DCBC605,B94BB224CBD67145E4434C5CCFD9DE24,1700D8B3B1C352791F4759D82CBDDA51,BF1EB7659DB3AE0C6F27123B6D7532C7,3DF75FD152F8F54161D94C8F60A1E338
081911111111111192,11111111111111112139,33303334FFFFFFFF,3639313331313833,37393637FFFFFFFF,3335373332303939,3230383139353939,3937373230393638,F39348B0CD7E46633AE29FEB4CB1F96F,C1B454EA7B5EA1A566D3A1DA5A08AEB6,0200,4561C430B06FFF5BFDED9AF8BD8A95AB,FF8D5652DE9822416BED9EF0D383696E,139D393D2A9EF6FD67522781094E427D,DBCC844816A799043239240D977FCFB9,C4005C0A762726601BF401CE9B878A0A,7DB0B428E4D62D7D18F4C8685DC68EDB,B45F7A8954759AD0D6EAB84AFF8BF328,413A30506E770677DA8CAEA8E5B19D26,827B11BE802A2E6A64C14B7F0D99FEB7
081911111111111103,11111111111111113110,37313434FFFFFFFF,3139313238373234,39333030FFFFFFFF,3330323137373238,3534313535393331,3438363632313432,63DE8E822BAD72A9313F376B5421499B,AC8BE350B42F2B26CFDA95ECA92E8316,0001,037B6B62DF449B85EEF3FED3AFB8BD1B,68E710A365C3DA2E0B2AB4C197609722,1542ECA3C0735DB800F4D722926FC70B,59AC3549A5D83A1C007E5E92B9755F26,B2CCBE4841C14268C89ABBDB0560A25A,0FB41A9B84B88ED2BA961925CD9BE1E3,57C8FB8AAF99CBE485573DBA5695B54D,58C6EF9B286499EA6507086275966747,4942A72E226CB21FFA46FF04C1A581FF
081911111111111113,11111111111111113191,38323231FFFFFFFF,3631373731303030,35393938FFFFFFFF,3233383239373232,3537373639343437,3635373535373031,635C5867B1444543CB83C7A349A0C7D1,5D24C362178FD0ECF369450AA725E5A9,0002,B8AE1641B8B291DE5DCB9A960EEC3789,784F75D4D06D5DFB949A9ED010916EF2,D57CDCC62A434E66D38C44B9E1C97350,B6EDFD9E9D9BDC357D2BEBCE81959AAC,3361E3636D6A2DA63E1AD2AE03412527,5BB44DE7C5103B7067AF951AC05A0E7E,62FAE5DE5AB340305E5ADC81D15B382B,ADFBD45321BC01051A72C7EACD45097B,DB2FFA6AC633B82653C25A292D1A9EAC
081911111111111123,11111111111111113172,31353139FFFFFFFF,3139383338303838,39373639FFFFFFFF,3938333037303734,3138313337323332,3731323534333731,9D2E1B9E58E5F061004158D300806BDE,9F0E041F21AA772137C51FC619DA225E,0004,6FDC5F4669D3BC315938F1897F83EFDD,03EFF62628AE185F4D19A5FE19A9C2B5,7B7DDCF57E19A8CD73EF812BB9465B2B,3865B321023955DAA3B55D5C88FF88A6,E092B83A3C5E12D4AE6EFFFC5B85617A,E4239001373BDA203B3EC9DD700E6B93,B4E01CBF0B010ACD1A9C326D19CF4D94,FF3BED262AEBEDAE53465AB576367ED8,02759339B2297669A76FBEC58FD22945
081911111111111133,11111111111111113153,39343630FFFFFFFF,3133373335383837,37333436FFFFFFFF,3435303132363631,3832303731343134,3931313935353137,047859AFCB26E31C6ECFC945FE012205,D3B963A66E8EDF9981E38D1CB28A8809,0008,18445154E95C094C511029F6D970C029,C5A83AFD4C429618BFC24B1B0501D9BB,20C94981E3E53AB84FB5C06D978BF7E2,307645318E205771790F4F78739E7D58,43025269C79B9DEA43BFEC5093925459,BCED65AA46EF598143915E7C5AB14855,20E567A9922CED6DF09C92209955D154,1744F1892A7DD2A529732930BADEFD50,32B394FC581C3EAFD818BD9599421BEA
081911111111111143,11111111111111113134,35353438FFFFFFFF,3538323137363436,38393930FFFFFFFF,3134333533393534,3536343531303739,3631363735313234,9415EB71C03F2F0CB9CDF0A96E9500F0,B9FAE7E2EA6FBAF18436F2E20B4B2731,0010,ACC0E771B594D93CE361803B3EAE6FDE,D3EDB4AB6DA83D84E8B43B1850120C83,01EB345DE3611434719FC234B855E8A3,0393E1E79F50D844AA9F3EE3BB549A29,E3362F7392E9A71A2E10CB8C099B372A,0C0394E0A726514310F7363B00214A3E,B0355D1525228E85DECF40C349EE17D9,3E2C85F4C00A950BA2961A929C2EA9D2,DE7C1F47E00464826740D7B9FF41A85F
081911111111111153,11111111111111113105,31353939FFFFFFFF,3338373739343830,33363232FFFFFFFF,3237343935363639,3234393831393335,3831333539333736,F0EB6FBC4196503018E3E6551B874A10,58838B360233AFEC92CCB27526C5B8BB,0020,0FF19A53D25A9928D9FFC7A594F4F51D,223DE54E1B8EB244C362B42DBDF5B06D,0D313C35D3B97F9BD104B1C29EED09E0,B3360F73B2390FB79D9DD04A8A9563AB,189937538A631C9B22C569D3001DBEBA,5423FC74432E53DB6520D5721A8AC557,1E75E4964F5DEAF71107D83A2D9C9C19,E1B47A44ECC9ED607F46E0AAA4C6EC81,C9FFE882C56244DC762A0479353A8B5C
