,ICCID,IMSI,OP,K4,PIN1,PUK1,PIN2,PUK2,KI,EKI,OPC,ADM1,ADM6,ACC,KIC1,KID1,KIK1,KIC2,KID2,KIK2,KIC3,KID3,KIK3
10,111111111155565,1111111111111155565,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1111111111111111111111111111111111111111111111111111111111111111,3844,11111111,4206,5335,5FA515C8227CA369C1F97FFACA324357,7266BBC1F97C7FF1565C2E09E9EE6F2D,ADBF4AC6EE8BD182FD5551EC7CBD3B63,66136288,11111111,0020,ACA14F094DFB0B325E395AD26D3323DB,5A96B9DFC047A93883D33D960D75401D,D354DABE431EA6FCAA7BC384A90C9240,EE1FA3BB77E56AF89D661857ABF3AD6C,689DA987DA4FC806915438789927B789,D67130F262EBE41DC5A331992E199746,664AF66A5CC8148ADB60E601A9590238,7A2FE1B8E8EDA45E67F686FABE62B93C,2F63089A2274FCAC171DB3754A399288
11,111111111155566,1111111111111155566,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1111111111111111111111111111111111111111111111111111111111111111,9634,11111111,2831,9774,BAF6C9F4A81059DE7AD7CAEDCB13235C,1ACECD3B3FD3B018E21D8B591F440909,184869EE37CED2DA5D204C58464E25B8,83818249,11111111,0040,BA70677D9FF84B850F7BE2DCCAB859CD,68F2C61E00DEF6BFAF331E3811953773,DA1FF6DB32EF6303DD5D6E20C8624441,ACAA44389711ED41119B3BC536D27703,79E6CF8C3230B3FC2F6CD902AFBBF24C,6A4A56E09FC3639A4F3DD61BC79BAD5C,0582C0F1956B476B7F08654E0473B2AF,DEA8266CB1075CC471C90F7344445726,E743CE85BA64A370A3E213CDB45FDE50
12,111111111155567,1111111111111155567,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1111111111111111111111111111111111111111111111111111111111111111,1238,11111111,4894,2821,37B8E9C58789B31F75A21C887377A539,E442AD9F6EB5D2415993E401A50F3FF4,2576BBB04A82D959B6383CACE89B4E6E,95729949,11111111,0080,B616068EFEC398882D51EEC0AF972221,B76BE8EF6A2436D80B48148A50F20106,DA164D6A759136E094F722AFB60C6BA6,1C06722E0F8882FA647907F779CD7AF1,16172346970D0427EDFDEE433C970A4A,73704C99F3AA7CDB56686EC1EB00C90E,6AC1D74893DFA3E6B2DE8B8B91A2E109,59B8D6988F3AD064E8B7948EE274D287,DB5441BC320BC6DCA968C999E992594D
13,111111111155568,1111111111111155568,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1111111111111111111111111111111111111111111111111111111111111111,5800,11111111,9041,1867,44E882C20B20CCFAB83CE6385BF70673,D585D56291F912FFBA2A83DD77F9C182,FF379841A494666A0AB2E115300209B4,27197434,11111111,0100,889E358FF88AB4DDECC146349E0FC32B,024570C6430CFBE6B9B6B1D7DD45337A,274DB2C87DC6E458F3AC91FAF917019E,9C29E84D04DA499CF8F65CF116E14257,72C3DC27F43E2FF9343B10A00C0EA510,9B0F778885DEFB61B1CBCEAEB3717DE2,F969137A4155FCF62475F61E771A8AC0,DFC65CC96284AC3910C602336C0D2554,C72FC9023C9268B0634C6077C239817A
14,111111111155569,1111111111111155569,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1111111111111111111111111111111111111111111111111111111111111111,7574,11111111,5067,3735,04AB761AA69AC8BB4FB367A03EE005FA,B116DD8580CBEB3FE8A5CDB2FEBAAAF6,B64A834F2021A6FF90A932A5C4112398,46816251,11111111,0200,8966DD5B4E1D924946A0D45B9BD609F4,C63C8000012A5FCE6CC2B3B24383B281,3D804E3275B12FC25CC4045324CB3761,02EA0CF39154458B1A4914E4DCFFBBEA,11574367A2585E9CBAB1A8C318282701,77EB7C6AD40A6120ECF87ABFE2DDD8EB,903C0B425D864E13D98DD5F8D79039A1,58DEB2A872EC61EDA47CF41781E0F8A7,03C2E2F6B196895E4989EF1C5C2E7DC9
15,111111111155570,1111111111111155570,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1111111111111111111111111111111111111111111111111111111111111111,1835,11111111,7778,6895,E25AFE3BD372330736AF83E98A6D2CE5,9C0C63C35F26FFC0855BD7B44DB71445,DC1EFB049A849E6EA4D5464F6ED9C7AF,39248516,11111111,0001,6BA89F6AD1E38AB6A58442589AD47EB6,7070D6B9FBDCFF545BC146F3817F0E0D,9B161AC9250D53801EC9A9E21C5EF0AD,17A51C92CA86D0BFBBB6A1E33C72BAFA,1C4208422C355D05FFB59CBB41B2936D,E3CE02AF1827D9C4CC65494CB606F72D,6B29AC440805436838F785360C7622C3,7D78830A82F0061E658C6433D1B5A4DB,6E9A138BA042B42F2C3CD5D19B6DD79F
16,111111111155571,1111111111111155571,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1111111111111111111111111111111111111111111111111111111111111111,9828,11111111,1865,6138,F65693196565E7B23AA6D782C44C4A20,9CF73E047941667C6FBD5A2876DD8840,1473FD037A8EE33769CED7CBC7A98B3A,40892584,11111111,0002,BD439976A2C9FCB1DB6CF0DE7D5FCE01,D699F45C01D76B1DE1800BF9A7091BA8,1927ADB0ACF8B62B0D2EA1A228061759,E8B84037F5D7821ED40D635874A817A9,93EEEA9EC8A49D8A08E4090F806D7A90,35B9761CC0AA23950DE43BB537E9B210,8CEFBCCE6CBDC8415B31DD8886A30262,C105408D18D5E0CF31F54CE1A08D1251,086F0CAD2A9DD6FDA83781D339129D61
17,111111111155572,1111111111111155572,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1111111111111111111111111111111111111111111111111111111111111111,2757,11111111,3394,7839,4DA705FD2E8DE06B490DDDBFD40DA5B7,2D23BA2C9C66B961ADFC12841B918512,79F91FA99B1B10E1534AEE9D58FB25F4,15674257,11111111,0004,3E21028FDFA4143354058949C80D9DF3,E9DFFE76D0D680F9EDE5F13A4CC2EF64,1DCF75E875BC702F8A35F74D87470761,F02F6F8603A0C728A00345A3647FA410,015514C755D04C90AA5504BC4ECBC994,C029B22C384E4A06C97228DE0AAC45F5,B35C45004B8EE80438A19CF004F3063A,8DF59BF59CDCA22906AC6B0C9E43443E,5A2276B03890A2AEB718BF5CACB6030C
18,111111111155573,1111111111111155573,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1111111111111111111111111111111111111111111111111111111111111111,5208,11111111,9127,1584,FD728A6281267C6E428D496F4900FDED,5883CD00243ACECD1C9025688163F56D,89EA0BBD721E24EDB233A52D66FBB270,61964382,11111111,0008,1692A622E9D1CE87CCF5D32E4D0917C0,DDDA1839983A34F23503F44997A82763,42F38A981734000DA1D3D9D2304FE50A,5CC5EDC04B6521B502132AF7CE45ABD1,2BCD9B6C49B6D06D2B41FDA24236BF90,1C1E6F9FC02C9792FED058FD53C850F7,3D644CC82485F40AD8912159961C9D67,44853501B62141DF0742AA8BAA81904B,AA2D77F1ED8D838F99F7139D93CC5747
19,111111111155574,1111111111111155574,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1111111111111111111111111111111111111111111111111111111111111111,2622,11111111,6601,3702,194D70F4710621059DB34BD315CC95FF,5FB0DDCE0B80750A56BAEF6EBD81B73E,79B106AA9D5C48516D12D66A19D08859,70997996,11111111,0010,814971E5A5C9FA67A9DE1254342967CD,9EF90B5D9EFB96F86A51FDB076C5BC9B,A831889CB3171C95BDF778D40FF539BA,CEBE708BEB42216BA8AE4E163908401A,BC5874411966EF0091F26CB87443E68B,8C73D646AE21D280EAA8B06EBDD2769C,BA8FFE43460AD7EFDEFEE3724D99AFBA,C6FEF2E6EB6EFC4F294F12056C2936F3,90DA86CD373962FFE530F2F8D687CC6A
20,111111111155575,1111111111111155575,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1111111111111111111111111111111111111111111111111111111111111111,6127,11111111,8345,5547,7633C09B6A7D63833F19A85C0610556E,956E81F123B106242AB48AEA56D97DC6,D1A1D5A994ADB0C8E58E6D0BDBD38A75,72263322,11111111,0020,C5D128BB614A29DE1733FFA13AB0CDF2,E84998E9EC22A207BF960168AAC50326,B009C26AA8B44FB4D77A42BF169E1FCD,F046F2C57086627C4D0E3D10430EA6A8,2F6352847DC3E47360FC5ED2624A613C,9D494EC29DCD9A3DAD151AF993FD93E7,F85A63C5434B737E03059CBFC20D39F9,F2C67CA5F779010339B7DA317A1A0C48,DED5C745AD2330C8717268F3FCEF41BB
21,111111111155576,1111111111111155576,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1111111111111111111111111111111111111111111111111111111111111111,9200,11111111,6825,8548,3A0AE5D2E18A6348D6844EEA9CFCEC8E,4162E8EF6406E4E6B35AC1ED428598E9,265007DE55EA9B2D75719CFCAAF13DBA,40029808,11111111,0040,C9CA29016AE2B6CF3A61EC27AC6340EA,60F1F56C303C7DD28295B3AE16B29F6B,BB7156B24DC4203A1DC0937F27DCF474,694D331CABADDA1BB29A09A89B4ADC71,7635F01F14562020A11572F9F34D6BA6,4638C6E49FCCF6A0741526073ABBE03F,D49444F001EB5800F6B9516959406CEC,E9808CB72776F57EBC6ED9B9C7A49F24,BDFC51FBFA589A9601C9DD3EEA347B45
22,111111111155577,1111111111111155577,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1111111111111111111111111111111111111111111111111111111111111111,3105,11111111,8228,9219,AF2F2F001712CB21E9AD0FE005CBFD96,D3CF62311F467B577C6B55F5D7ED0E8F,33CEE80CCF45E8B54AD6918C1FEFBAB1,11701265,11111111,0080,09F81C5DDBE235359A29CD7BB155958C,F4C8782A7549E97EA21B2EE7093803E4,1C82E4055295E7B076F99E821650981B,7DBF49FF3B95CACAD2CF3B1955F27354,A9BD5C7CE61864D9E2413DDBECC4A8AF,27077CDA06BA91D6C2B775370E690557,57A693EF3056E7384B45F6F7335EF3B4,AB33C96C966EECBDB50CD8C0F526D1FA,1009381F7EFC8B32CC5E31C63EF7A275
23,111111111155578,1111111111111155578,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1111111111111111111111111111111111111111111111111111111111111111,5438,11111111,7347,9910,800993E9BF5014D389B3ECBC1C792F99,1C2D3CCABF75B73C3EC3292D53B2AC45,4F19DD8C01126B0D405A8B0F8EA133D0,32244229,11111111,0100,9D0C36C6D84EB982E94AE5670DFF30AE,8085F1DA239EC5BB6825D17A969B62D3,26871179EE662030F4D94E0333D1AA83,33A4C14A5196C55D11292FF7C1C2EC3A,64B18B4E4E7C7B538699C2ED252CD140,E9BBA03EB82C5F19431DC8075C882ACF,176489AFB05F27745E49DB3F95592420,741932DD60EE2EC424913F012CCC22C4,BE6EA8387E2CABBCA4FDDACEC72E5AFA
24,111111111155579,1111111111111155579,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1111111111111111111111111111111111111111111111111111111111111111,3126,11111111,3591,8905,FC57D83E917C3E6B48B6C0F88C3F777B,87F19C3CAB9C28CCF65BB42081EDE599,0697A10927F4EC876CE0A4B7E14D76B7,11852840,11111111,0200,FAC6FB1ED9B704FA7660EE06CF16A9AA,3A7F0984B538A72362C017EDDE9A6AE9,2D118BC199D734388F266BAA932B7EA8,28DFE2F448A71B965B88C49C7B870251,D904C6F9E5ACCFC8204B8247F68FFEBF,2F70E2A5CC6EE17F48EC8D85F00FB7C8,D0C2D81E362800709EAACB3A48AF897F,1D2CAB2C593191725B7F0F4421B5EDAE,0C9CA20590D5C7D0B31EA98544B240BA
