IMSI,ICCID,PIN1,PUK1,PIN2,PUK2,ADM1,ADM6,KI,OPC,ACC,KIC1,KID1,KIK1,KIC2,KID2,KIK2,KIC3,KID3,KIK3
081911111111111112,11111111111111112101,34353433FFFFFFFF,3334303031383630,37313334FFFFFFFF,3834383138393637,3831313030313537,3437373437363431,96D7CDE6AFBB56C058C7FA27D445F36B,B7696726D950EAB2693455DC07C7D39A,0002,F836F4AC95F61215111B5EB766598AF6,8D4471125F2EA49CBAC891C200044B11,C9E8C8FB1555B25D700730BB267BCFE9,70E713F405DD47599473CAB8634EA0F8,1F94C1622EB1107FFB351D0A52A06546,DB38263DC7131BB4510A39A644002F0F,0A80CE21BEE19108AE258659A7FA635D,D731B31666F321B8FEB10DA18D61C311,73D9AEB6FD15728A52310AF58B568C13
081911111111111122,11111111111111112182,36313139FFFFFFFF,3531373538353231,34343336FFFFFFFF,3338383833323030,3630383134343539,3537343132393936,DDCA6B2E67310CE14197E1FB4DC696B3,88A2225506E63B26239D3FB52BB73949,0004,8386C3B81211F789E0D812CE546907C6,FC1EAF9D253A994455359D41F90E8A42,A9185185DB8913366ACE696D0F66090F,1B39A0C9B8B7A55EA596630C78BAA9BB,84D8D95E64EB40DCB7892BF67218F8A1,B0C899B554B52570ED7130A02B3B6078,9EB917DC60D1C33D7C935DAE6EC90976,74C8C6126C411E496244F93CC6D5EE53,71F90EE1D69542B66876E803A9FA889A
081911111111111132,11111111111111112163,38323931FFFFFFFF,3836333735313031,33393739FFFFFFFF,3137303432373636,3134333237383130,3135303437303836,F8B06EA243CB7DC03AA01102C531FE88,7AF801C6C79CD923B80BEA74E41A3C92,0008,3506FB9A980ED0C8EC5AFA6D14FC2FD5,93C05BA9EBAECF0117B38FAD07020DA2,8FFE217C9374595D5E7E56C764E8478D,E5405DF3E67BD16AE9356A3A701AF27C,A32E81139CC6638F6C3AE6A5D633B388,5E8254CE6CC9935ADFCF4AF7F709CA94,74C73F2C80B4CBFE7068F1BAA662C4CE,EC71D94DD1F5A89C349C7B5688857F8D,E6D28F7581B4F5ABB3496C27626DA3B4
081911111111111142,11111111111111112144,32343034FFFFFFFF,3139373836373133,31313930FFFFFFFF,3139323137343637,3934323531393037,3638393338313133,DEC26DF54CC2AC79C3416D334CBBE28E,DB1DD2ED9868F1B3A03CCBA155B3D28A,0010,799A908B0CD608FB48E13CCC35B6779D,67632682BE65F670A4BD3420F5FB1391,02BA66C4A6DFEFBA9503F6CEB85000BB,9D3E01F6F6E8B9DA1822ED9D80F57F47,F79680BAB91C9653E730C2E3B21342E7,437211A9316F3EFE9BFBE906452D668E,B28986502FE0B51E2F59A48B98FBD82B,C3DB0FEBC06C959D8212CD07DA270BC3,2F7195E365F5DB2E2CB39B15B491DAAA
081911111111111152,11111111111111112115,38313134FFFFFFFF,3438333939353430,38313432FFFFFFFF,3234323630333637,3636363634303634,3639333338363530,C8CA48117880E5E98AD3267E6C9C9177,7FAC1E0FA0B5B6791939532721C87130,0020,3ADAA69658C6D2585C1D61F762880E5A,B56022CB3AEC8D67C7B9959614EA268D,877301B4E5E711B5331FC08C270ED834,26D30021329E02C0E4CBC1267DC72907,00C2A941EDE62F321A374E7532B60871,76D7492DB2B346D20603FE2028983BA3,855B0C8E1D25BF41EEF6F2AFB7515C73,C6E7F4399BDE5A8275003C1F57B9B1E6,73F6823CCB2A691070D25099FA5CE7F0
081911111111111162,11111111111111112196,37363539FFFFFFFF,3132393636313731,31363933FFFFFFFF,3531393630383630,3936313939343335,3433313038313638,36C25AFC9EC3F7B46D9D32646B885FDF,385A4C316DBC3F384B556C0140D562DC,0040,B155CB5A9F8787EDAB956FBE23F90B14,64AFD57083D24415C4C60CC12ABD3C1E,AB850CBCDFC8E530D54034FF7BB9C153,7100660570551F10C14274C1ECD04866,406450195D772F25D7D5CD9934F3339E,4ABF4586FFCA2AD58A7D3CCF4BDF681C,7EB43AA1A22913771B36E88C5C44C1A7,81306FEABDBF6E212E7ED8A9372D86CF,7455E9818E9A31E129EBEAD12F30E6C5
081911111111111172,11111111111111112177,36353639FFFFFFFF,3839363030393131,38343430FFFFFFFF,3931323132303530,3734333235323035,3837323532333436,0CEBA2B439E120B6ABEC83AC28D8D6D1,65862D243F89F9F7ECEB306D9D19126A,0080,4B195B37FBAD15C36794A4866F08B45D,262A0802C20FCF9207BBA573760BBECD,0344AD856F070DC962E161C8B937F33F,B4512D4894105A2F2271BAAD2FB95F06,A1998C99E75E256B405C1C952EE6D83B,DA3DCF2C4879DB837E2A7CDCA84550BD,6BB40980A2ACD0CEAB54B29071BB9BF6,924381F9F5002006862A1B2DA7CD3782,32C19BD5AB985E043D977625DB2DFC91
081911111111111182,11111111111111112158,39303833FFFFFFFF,3334373937303431,36383035FFFFFFFF,3332333334353638,3735303733383233,3732313830323734,733DE0FA8ABD024CFA9BE09D1CC3D0A7,B60404FDC82D8D41992847CBF4E14B59,0100,128296775A4708713E1C02710C28F8E9,91155645F281D525229464307C26AE09,CB54D31459550CA4FD64DA6FD64FF978,9AA260357628E0567D936083456BB3BD,4F3E03E3DDCB6F5CA713D7CBDE68FD5B,2A30EF380DB99845CCB7DF84336515A1,32037A0F81737C70CFB401C3B503B3CC,5B4529D3620F720145430A7911A44022,6CCAC309EF6D25F45617318970E5EFE2
081911111111111192,11111111111111112139,32383733FFFFFFFF,3131343036323633,36383132FFFFFFFF,3330363035313033,3734373330373336,3135303239333433,66E5F340B63D8B57CD97A3FA0A687182,CB6E1545D49A89B316C9B04BAB678476,0200,C9B03338033B14003C72662962B8F0FB,18369DD05804EA35C9A672C583DB7DA9,B6D811E0D8B934DD5F85AF4801F4BD2E,D684097BD474B511E41272FED629DEF2,2B615A66E4CF9CDAB082B4B8D7411728,C4071B8108ED1C5385F3C50725647622,32D08D4BB2D43A584E90284B1981908F,40E15F221310AFB31A7C02520CD3D67F,DEA051A02E6BD22321C3EF17BA52B893
081911111111111103,11111111111111113110,32393830FFFFFFFF,3138353531393433,33363335FFFFFFFF,3932383931323633,3132363830363331,3835353939343030,3570C34CABBCC93A1CCD4D798AA3BBBF,572B6A16B0FDC2849CD2D9BD7A176C15,0001,1B85F97A5AF968C22A0EA155517177C4,6CB5DC7D3221E9D0C05B191AD13AADB5,40C5AEC293C301342C9A2DF094A414BD,ABA3B5294C6096A8E8E8E82F15B4A88E,06F6C313A6AD763CB93C4C67161769DF,1ADDEC80D0AF844456EC4473BCFB1C7D,EA9FF4CAC4D8CAAAD0E630681351C8B4,B215702F1BF28A48422232EE8DB17F74,0AF0AF61E4B87E56064B8FD448EFDD57
081911111111111113,11111111111111113191,37383733FFFFFFFF,3739393331303536,34313431FFFFFFFF,3930383931373838,3633333535343532,3935373031353136,152984488F355F2D78339868A9604AEF,5E0CF79B8EBB786B4BA16604E2F30AB2,0002,65C2A9A93655CE277D6AA7109D0E9629,63CE7C36824B5108091CC0C6D08FF5CE,9CC6087C084F49CA2C6AFDA64ACB429E,07180593EC52B2B53E4B16BD560DBFE2,D204E28C88AF5829E7F349BB9B29A423,619FFD5038B3063575D97740E73B2020,83E196A8262CEF4B03790177A1977714,9E3095C6A633DB74D13A00A879C3709B,4814058E3B1699C0300A26B4E3B074B0
081911111111111123,11111111111111113172,38303733FFFFFFFF,3336333035363038,35363937FFFFFFFF,3133363233313235,3835323937383234,3634333032383331,2DDB0D27075FC55773BDC0E2514A777C,E3DD921FBA9984EA95FF48FCB58F42EF,0004,04E8C16396FDF04E974DEF88FD48383F,24636E315FAE93E095ECDC213DBD47C7,73F3B595CDE81AE4B206C582173114B3,6C51C012B85BD30C2A080176782336CC,67CF8208320AAA01B46A6A0B227B5BBF,60774FDAFC20083D5326FC3BA38082F7,DB1D60333EA9511A2521474FD8A67E8F,37489AC2E02A9D00C0841E6F8A29A5AE,85970848D1B6E967F02D64A755E78237
081911111111111133,11111111111111113153,37353330FFFFFFFF,3333343231363233,31363338FFFFFFFF,3636373531373334,3636303235303834,3833323930303935,4C809F8C82546C3AAE76783AD8238C94,B5ECE2FF322F3B828B1347DA9369D3EB,0008,8ED1EB695CDB43ECA1BB39CDACCF5E9B,1FEC525EC888C3BC828ADE5165A99A46,D5A46E5F78FE37E6D709BAA1A6E9CB02,F0CFDA4C30EA1E62808E037BC2D3E841,F845131D3B5A346125B22F36DDEE4280,53F0A33A84C7CA634E6B6E03A7DA0EA7,112465709C6FDAB0A86B8D7C95B8E5D0,7F9BC6E0754424D86689521C32CB296B,CFE908AE2D1E033DB7792474AC9EE1F7
081911111111111143,11111111111111113134,39353635FFFFFFFF,3733353433323838,32363137FFFFFFFF,3539313232323838,3939363732303131,3235323234373336,6D2A9DBA57BFCA2A67BCEB6785E995EE,2E5ECD71B5246EA14DC797C418CECA24,0010,A941DA7921C00F6EDA2BCEB5BE1AF2DC,81462AA58D7083E7E501FF1B3CDC922C,378C0063DB7AF2225DF2C923CC1C405F,1D45F80E3A41C3393522E17B4634E684,2BD1E7BF9B29607B16E14C0270FE62CF,D212891F99EDBB5B0903E69763093F9A,F750D199AEDFCA8D3064FE1B99D3F2E6,3EC4EDC7B5E1C03C1600A87EED64CA69,036A2C427AFCC40968A068FF6EBCC9E3
081911111111111153,11111111111111113105,33303333FFFFFFFF,3735383332303435,38343131FFFFFFFF,3839393638393339,3434323434353134,3831383735313637,BA18C938309B12CE2AA94577204AC98A,74946D9B085D868E22BCCB105CDBC37A,0020,C2A80C4091D687AB8DC7AF6BDC593A1A,02347A3857064410FEF38D67C2EC1AB5,358DE67DF314F50944276856900B9899,E266370A708D630AA9F4A5215A7D8407,304BA8B0F380F0086C153077EDF41A54,82EF4369A4C42EFBBF7BF5F243F7AD74,61DAC9FC697735ED08D86F9A0C1D4586,5D662552591BC7791AFEF66927308C57,B0C4F0E26E25825D53A53D7351A2EE73
